class,message,,,
jam,26th OF JULY,,,
jam,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,,,
jam,Up to �_... �� wan come then come lor... But i din c any stripes skirt...,,,
jam,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,,,
jam,"I can't, I don't have her number!",,,
jam,Change again... It's e one next to escalator...,,,
jam,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,,,
jam,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,,,
jam,Then �_ wait 4 me at bus stop aft ur lect lar. If i dun c �_ then i go get my car then come back n pick �_.,,,
jam,"Aight will do, thanks again for comin out",,,
jam,No..but heard abt tat..,,,
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed �1000 cash or �5000 prize!,,,
jam,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,,,
jam,&lt;#&gt;  am I think? Should say on syllabus,,,
jam,Umma. Did she say anything,,,
jam,Give me a sec to think think about it,,,
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,,,
jam,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,,,
jam,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",,,
jam,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",,,
jam,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,,,
jam,"I just got home babe, are you still awake ?",,,
jam,I dunno they close oredi not... �� v ma fan...,,,
jam,Just buy a pizza. Meat lovers or supreme. U get to pick.,,,
jam,"Ya, told..she was asking wats matter?",,,
jam,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",,,
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,,,
jam,Shall i send that exe to your mail id.,,,
jam,Nope watching tv at home... Not going out. V bored...,,,
jam,Don know..wait i will check it.,,,
jam,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",,,
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,,,
jam,We still on for tonight?,,,
jam,May i call You later Pls,,,
jam,Hasn't that been the pattern recently crap weekends?,,,
jam,I have a sore throat. It's scratches when I talk,,,
jam,Yes da. Any plm at ur office,,,
jam,Are you not around or just still asleep? :V,,,
jam,"Lol you forgot it eh ? Yes, I'll bring it in babe",,,
jam,"Its good, we'll find a way",,,
jam,Can not use foreign stamps in this country. Good lecture .,,,
jam,Yup bathe liao...,,,
jam,HAPPY NEW YEAR MY NO.1 MAN,,,
jam,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",,,
jam,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,,,
jam,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",,,
jam,"No my blankets are sufficient, thx",,,
jam,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",,,
jam,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",GN,GE,"GNT:-)"""
jam,They just talking thats it de. They wont any other.,,,
jam,Today am going to college so am not able to atten the class.,,,
jam,I'm in class. Will holla later,,,
jam,Easy ah?sen got selected means its good..,,,
jam,Mmm thats better now i got a roast down me! i��d b better if i had a few drinks down me 2! Good indian?,,,
spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",,,
jam,"Come round, it's . ",,,
jam,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\""""",,,
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",,,
jam,I walked an hour 2 c u! doesn��t that show I care y wont u believe im serious?,,,
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,,,
jam,Are you available for soiree on June 3rd?,,,
jam,Do u noe wat time e place dat sells 4d closes?,,,
jam,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",,,
jam,Jay's getting really impatient and belligerent,,,
jam,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,,,
jam,I'm at work. Please call,,,
jam,Then u drive lor.,,,
jam,Ard 515 like dat. Y?,,,
jam,Tell me they're female :V how're you throwing in? We're deciding what all to get now,,,
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN �100 Cash WKENT/150P16+,,,
jam,I'm working technical support :)voice process.networking field.,,,
jam,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,,,
jam,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,,,
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,,,
jam,"That's fine, I'll bitch at you about it later then",,,
jam,No my mum went 2 dentist.,,,
jam,Once free call me sir. I am waiting for you.,,,
jam,Meeting u is my work. . . Tel me when shall i do my work tomorrow,,,
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,,,
jam,Jus finish bathing...,,,
jam,"alright, I'll make sure the car is back tonight",,,
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a �800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,,,
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,,,
jam,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,,,
jam,Aight ill get on fb in a couple minutes,,,
jam,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,,,
jam,Where can download clear movies. Dvd copies.,,,
jam,"Yep, by the pretty sculpture",,,
jam,Convey my regards to him,,,
jam,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,,,
jam,You tell what happen dont behave like this to me. Ok no need to say,,,
jam,Can u get pic msgs to your phone?,,,
jam,Send to someone else :-),,,
jam,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,,,
jam,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,,,
jam,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",,,
jam,I don't think he has spatula hands!,,,
jam,You can never do NOTHING,,,
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p�3.99,,,
jam,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,,,
spam,WIN URGENT! Your mobile number has been awarded with a �2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,,,
jam,Please da call me any mistake from my side sorry da. Pls da goto doctor.,,,
jam,Where r we meeting?,,,
jam,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",,,
jam,Now only i reached home. . . I am very tired now. . I will come tomorro,,,
jam,Ryder unsold.now gibbs.,,,
spam,Dear Subscriber ur draw 4 �100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,,,
jam,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,,,
jam,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,,,
jam,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,,,
jam,You busy or can I come by at some point and figure out what we're doing tomorrow,,,
jam,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",,,
jam,Black shirt n blue jeans... I thk i c �_...,,,
jam,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,,,
spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,,,
jam,on hen night. Going with a swing,,,
jam,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",,,
jam,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,,,
jam,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),,,
jam,S s..first time..dhoni rocks...,,,
jam,Ok ill tell the company,,,
jam,"Awesome, think we can get an 8th at usf some time tonight?",,,
jam,So that means you still think of teju,,,
jam,"No I'm good for the movie, is it ok if I leave in an hourish?",,,
jam,No no:)this is kallis home ground.amla home town is durban:),,,
jam,So lets make it saturday or monday as per convenience.,,,
jam,Hey... What time is your driving on fri? We go for evaluation on fri?,,,
spam,"449050000301 You have won a �2,000 price! To claim, call 09050000301.",,,
jam,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,,,
spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",,,
jam,Cancel cheyyamo?and get some money back?,,,
spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,,,
jam,Ok.ok ok..then..whats ur todays plan,,,
jam,Good morning princess! How are you?,,,
jam,Aiyar sorry lor forgot 2 tell u...,,,
spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,,,
jam,Not tonight mate. Catching up on some sleep. This is my new number by the way. ,,,
jam,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay",".;-):-D""",,
spam,Ur HMV Quiz cash-balance is currently �500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,,,
jam,"So check your errors and if you had difficulties, do correction.",,,
jam,Howz pain?hope u r fine..,,,
jam,"Sorry, I'll call later",,,
jam,Good morning princess! How are you?,,,
jam,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",,,
